"Product Name","Collection Name","Serial No","Fabric Type","Stock","PO Pending Qty"
"B104613PR-P-P140PLAIN80945PLAIN-CU0105489","CHECKMATE","56","-","418.85","300"
"A071454P-P-140PLAIN76743PLAIN-CU0103007","LUXE BOUCLE","18","-","419.15","600"
"K000203P-P-EC-140PLAIN82307PLAIN-CU0104810","MAYFAIR","10","-","419.4","300"
"A017751Y-ME-RO-140377334_14045343EM-2220-CU0301782","ZENITH V","512","-","420.3","300"
"C077535P-P-140PLAIN78158PLAIN-CU0103910","MYSTIQUE","15","-","420.69","300"
"A084794Y-P-140PLAIN82108PLAIN-CU0105216","ZEN","12","-","420.94","300"
"B021208Y-MO-140376784_14025736YM-18339-CU0300953","THE WHITE WINDOW","1","-","421.2","650"
"A017751Y-ME-D-140452593_14045353YM-18871-CU0301418","MIST","30","-","421.41","700"
"A071454P-P-140PLAIN79432PLAIN-CU0104433","TUNDRA BOUCLE","42","-","421.6","300"
"A073060PR-P-140PLAIN78161PLAIN-CU0103928","MYSTIQUE","24","-","421.6","300"
"B090222PR-P-300PLAIN68621PLAIN-CU0104572","MICHELIN WIDE","40","-","422.15","300"
"C078241Y-P-140PLAIN82057PLAIN-CU0105298","ZEN","53","-","422.2","300"
"B065969P-P-140PLAIN62637PLAIN-CU0103222","MYTH","38","-","422.39","300"
"B104394Y-P-L-140PLAIN80526PLAIN-CU0105124","ECO BOUCLE SHEERS","31","-","422.64","300"
"B031202P-P-140PLAIN74754PLAIN-CU0103094","SAXON","4","-","422.9","300"
"C075502Y-P-140PLAIN75998PLAIN-CU0103081","LOCOMOTION","49","-","423.47","300"
"A073713Y-P-140PLAIN77698PLAIN-CU0103666","MATTE JACQUARDS I","51","-","423.56","500"
"C077872PR-P-NB-320PLAIN80379PLAIN-CU0105609","SKYLINE","44","-","424.09","300"
"C055876P-P-140PLAIN52901PLAIN-CU0103613","RITZ","53","-","424.14","300"
"B065969P-P-140PLAIN62624PLAIN-CU0103230","MYTH","27","-","424.15","300"
"A017751Y-ME-RO-140452566_14045343EM-1536-CU0301788","ZENITH V","518","-","424.2","300"
"B094833P-P-140PLAIN77207PLAIN-CU0103491","RAFFLES","26","-","424.28","300"
"A071454P-P-140PLAIN79763PLAIN-CU0104367","TUNDRA BOUCLE","2","-","424.34","600"
"A074756Y-P-140PLAIN77749PLAIN-CU0103700","MATTE JACQUARDS II","213","-","424.62","300"
"A071454P-P-140PLAIN79430PLAIN-CU0104426","TUNDRA BOUCLE","38","-","424.95","300"
"A071454P-P-140PLAIN79768PLAIN-CU0104423","TUNDRA BOUCLE","36","-","425.1","300"
"A086007Y-P-140PLAIN80586PLAIN-CU0106615","TRIBUNE","632","-","425.25","300"
"A068158P-P-140PLAIN75000PLAIN-CU0106702","ATLAS SHEERS","128","-","425.25","300"
"MEB-TRMB090121P-ME-D2453051_14067855YM-7-CU0301469","TRIMLINE","29","-","425.5","0"
"MEB-TRMB090121P-ME-D2453051_14067850YM-4-CU0301500","TRIMLINE","77","-","426.15","0"
"A073075Y-140FOIL-422278358PLAIN-CU0104093","LUMINARA","22","-","426.4","300"
"A073060PR-P-140PLAIN78166PLAIN-CU0103938","MYSTIQUE","29","-","426.65","300"
"A080923Y-P-140PLAIN82104PLAIN-CU0105208","ZEN","8","-","426.7","300"
"A017751Y-ME-RO-140453404_14045349EM-2354-CU0301323","ZENITH  VII","720","-","426.8","300"
"A017751Y-ME-RZ-140377378_14045343EM-2213-CU0301791","ZENITH V","521","-","427.2","300"
"A075585P-P-EC-L-140PLAIN78574PLAIN-CU0104234","EDITION - I","40","-","427.55","300"
"A073034Y-P-140PLAIN81386PLAIN-CU0105114","ECO BOUCLE SHEERS","21","-","427.56","300"
"MADISON-140PLAIN25-SPICEPLAIN-CU0105833","MADISON","25","-","427.6","300"
"C078574P-C-140PLAIN82289PLAIN-CU0105661","SUNRISE","40","-","427.95","300"
"C077786PR-P-315PLAIN81416PLAIN-CU0105603","SKYLINE","41","-","428.4","300"
"A071632P-P-140PLAIN78428PLAIN-CU0103859","DAYDREAM","24","-","428.48","300"
"C077894P-P-140PLAIN47916PLAINPLAIN-CU0103919","ECO DIMOUT TEXTURES","7","-","428.5","600"
"C055876P-P-140PLAIN52891PLAIN-CU0103597","RITZ","45","-","428.68","300"
"B094833P-P-140PLAIN78564PLAIN-CU0104221","EDITION - I","33","-","428.9","300"
"C078320P-P-FG-140PLAIN81491PLAIN-CU0105195","RUSSEL","10","-","429.15","300"
"A056558P-P-EC-L-140PLAIN78602PLAIN-CU0104343","EDITION - II","242","-","429.18","300"
"A073075Y-P-C140PLAIN78362PLAIN-CU0103895","MYSTIQUE","4","-","429.59","300"
"A008448Y-P-300PLAIN64197PLAIN-CU0103398","ESPERANCE WIDE","4","-","429.6","450"
"A079525Y-C-140PLAIN77702PLAIN-CU0106581","MOONLIGHT","42","-","430.07","300"
"A065911Y-P-300PLAIN77062PLAIN-CU0104919","MINIMALIST WIDE","27","-","430.15","300"
"A086922Y-P-140PLAIN76929PLAIN-CU0105987","METALLIC TRIBUNE","306","-","430.2","300"
"A068158P-P-140PLAIN75002PLAIN-CU0106705","ATLAS SHEERS","131","-","430.25","300"
"C055772P-O-140SATR 5739-1RFPPLAIN-CU0105844","FABLES","19","-","430.34","600"
"MADISON-140PLAIN21-CHINCHILLAPLAIN-CU0105829","MADISON","21","-","430.5","300"
"A073938P-P-140PLAIN78295PLAIN-CU0103510","GRAPHIC TEXTURES","4","-","430.86","300"
"B094317P-P-140PLAIN77310PLAIN-CU0103271","SATINA","17","-","431.09","900"
"B101617Y-P-300PLAIN28231PLAIN-CU0103424","ESPERANCE WIDE","17","-","431.19","300"
"B094317P-140FOIL-475777308PLAIN-CU0105363","METALLIC SATINS","29","-","431.2","300"
"A084658P-P-140PLAIN81882PLAIN-CU0105150","LUSTRE","15","-","431.3","300"
"A086454P-P-140PLAIN81892PLAIN-CU0105144","LUSTRE","9","-","431.6","600"
"C077786PR-P-315PLAIN81402PLAIN-CU0105557","SKYLINE","15","-","431.65","300"
"B104613PR-P-P140PLAIN80920PLAIN-CU0105452","CHECKMATE","31","-","431.8","300"
"A074751Y-P-140PLAIN77487PLAIN-CU0103799","SERAI","20","-","432.04","300"
"A068650Y-P-140PLAIN76664PLAIN-CU0103017","LUXE BOUCLE","28","-","432.8","300"
"B102912P-P-FG-140PLAIN80455PLAIN-CU0105253","RUSSEL","41","-","433.09","300"
"A086536Y-P-140PLAIN81843PLAIN-CU0105504","BUDGET JACQUARDS","1","-","433.1","500"
"B067115P-P-FG-145PLAIN62705PLAIN-CU0103243","EARTHWILD","36","-","434.55","300"
"B009786P-P-140PLAIN78028PLAIN-CU0103669","RITZ","49","-","434.95","300"
"B094317P-140FOIL-475977309PLAIN-CU0105315","METALLIC SATINS","5","-","435.25","550"
"A086454P-P-140PLAIN81894PLAIN-CU0105138","LUSTRE","3","-","435.44","600"
"O00POLOP-140WAY-CHAMPAGNE53726PLAIN-CU0106449","BALLERINA","5","-","435.5","300"
"B031202P-P-140PLAIN55909PLAIN-CU0103142","SAXON","56","-","436.2","300"
"C073703PR-P-140PLAIN64282PLAIN-CU0103350","MELANGE","18","-","436.2","300"
"LUXEVELVET-140PLAIN12-EARTHPLAIN-CU0105910","LUXE VELVET","12","-","436.43","300"
"A074511P-P-140PLAIN78821PLAIN-CU0104037","SERENE SHEERS","38","-","436.65","700"
"B100628P-P-140PLAIN76671PLAIN-CU0103016","LUXE BOUCLE","27","-","436.95","300"
"B106218P-P-140PLAIN82032PLAIN-CU0105222","ZEN","15","-","437","300"
"A071454P-P-140PLAIN79769PLAIN-CU0104421","TUNDRA BOUCLE","35","-","437.05","300"
"A083730Y-P-140PLAIN80884PLAIN-CU0104336","MATTE JACQUARDS III","309","-","437.45","300"
"A071632P-P-140PLAIN78434PLAIN-CU0103872","DAYDREAM","34","-","437.67","900"
"B009786P-P-140PLAIN79307PLAIN-CU0103713","RITZ","42","-","437.7","300"
"A022124P-MO-LC-14031951_14062322R-143-CU0300944","FORECAST","17","-","437.8","300"
"MADISON-140PLAIN20-PEPPERPLAIN-CU0105828","MADISON","20","-","438.1","300"
"A088692P-P-300PLAIN83277PLAIN-CU0105993","LINO SHEERS","87","-","438.2","0"
"A079441Y-P-300PLAIN63723PLAIN-CU0104580","MICHELIN WIDE","44","-","438.34","300"
"A085622P-C-140PLAIN80741PLAIN-CU0105024","LUNAR","55","-","438.45","300"
"A086107Y-P-140PLAIN81532PLAIN-CU0106287","CARLTON","37","-","438.69","0"
"B104613PR-P-P140PLAIN80949PLAIN-CU0105498","CHECKMATE","60","-","438.85","300"
"A013723P-S-ZX-140C16470_1401821EM-1669-CU0301670","ZENITH - II","244","-","439","300"
"A091544Y-P-140PLAIN82315PLAIN-CU0105387","METALLIC SATINS","41","-","439.54","300"
"A073943P-P-140PLAIN78295PLAIN-CU0103508","GRAPHIC TEXTURES","6","-","439.93","300"
"A073936P-P-140PLAIN78653PLAIN-CU0103538","GRAPHIC TEXTURES","12","-","440.14","300"
"B065969P-P-140PLAIN62613PLAIN-CU0103156","MYTH","15","-","440.29","300"
"B031202P-P-140PLAIN74742PLAIN-CU0103087","SAXON","7","-","440.55","550"
"A086080Y-P-140PLAIN82064PLAIN-CU0105256","ZEN","32","-","440.7","300"
"C073703PR-P-140PLAIN77443PLAIN-CU0103337","MELANGE","10","-","440.94","300"
"B094317P-P-140PLAIN73766PLAIN-CU0103310","SATINA","37","-","441","550"
"A017751Y-ME-RO-140453404_14045353EM-1782-CU0301322","ZENITH  VII","719","-","441.1","300"
"C076400P-P-140PLAIN76731PLAIN-CU0103005","LUXE BOUCLE","16","-","441.19","300"
"A081300P-P-140PLAIN68435PLAINPLAIN-CU0103953","ECO DIMOUT TEXTURES","24","-","441.98","600"
"A079121Y-140FOIL-420978418PLAIN-CU0104107","LUMINARA","30","-","442.1","300"
"B094251P-P-140PLAIN74443PLAIN-CU0103462","EARTHEN","28","-","442.35","300"
"A017751Y-MO-140377348_14045344YM-18614-CU0301732","ZENITH IV","402","-","442.8","300"
"B090121P-MO-140377612_14067850YM-18836-CU0301164","MAGNOLIA","15","-","442.82","600"
"LUXEVELVET-140PLAIN13-BROWNIEPLAIN-CU0105912","LUXE VELVET","13","-","436.1","300"
"B009786P-P-140PLAIN78027PLAIN-CU0103667","RITZ","46","-","443.14","300"
"A091751Y-P-140PLAIN82308PLAIN-CU0106024","METALLIC TRIBUNE","325","-","443.2","300"
"B090121P-ME-D-140451854_14067850YM-18294-CU0301034","ROSEWOOD","18","-","443.29","600"
"N000397Y-P-140PLAIN81912PLAIN-CU0105185","LUSTRE","50","-","443.5","800"
"A013723P-S-ZX-122C16463_1221821EM-1840-CU0301121","ZENITH","114","-","444.58","300"
"B094317P-P-140PLAIN73735PLAIN-CU0103232","SATINA","4","-","444.84","600"
"A085622P-C-140PLAIN80739PLAIN-CU0105023","LUNAR","25","-","444.85","300"
"A091751Y-P-140PLAIN82314PLAIN-CU0106028","METALLIC TRIBUNE","327","-","445.6","300"
"A083620Y-P-140PLAIN80624PLAIN-CU0106637","TRIBUNE","654","-","445.7","700"
"A013723P-S-ZX-122C16463_1221485EM-2116-CU0301123","ZENITH","116","-","445.8","300"
"C078574P-C-140PLAIN82283PLAIN-CU0105649","SUNRISE","16","-","446.15","300"
"A071712P-P-EC-L-140PLAIN78562PLAIN-CU0104207","EDITION - I","25","-","446.23","600"
"A077210Y-P-140PLAIN78354PLAIN-CU0103940","MYSTIQUE","30","-","446.25","600"
"B094317P-T-L-140TR456373740PLAIN-CU0104720","MAJESTIC","38","-","446.85","300"
"C073703PR-P-140PLAIN64294PLAIN-CU0103395","MELANGE","43","-","446.98","600"
"A082479Y-P-EC-140PLAIN81172PLAIN-CU0104726","HOUSE BOUCLES","1","-","447.1","300"
"A038412Y-P-300PLAIN77824PLAIN-CU0103410","ESPERANCE WIDE","10","-","447.2","300"
"B090121P-MO-140451944_14067850YM-18336-CU0301041","ROSEWOOD","27","-","447.76","550"
"B105932Y-C-140PLAIN67931PLAIN-CU0105671","SUNRISE","14","-","447.95","300"
"A069986Y-P-EC-L-140PLAIN78611PLAIN-CU0104212","EDITION - I","28","-","448.33","300"
"A061875Y-P-EC-140PLAIN81224PLAIN-CU0105063","MODERN TEXTURES","16","-","448.8","300"
"A073896Y-P-300PLAIN64030PLAIN-CU0103437","ESPERANCE WIDE","23","-","448.95","300"
"B094317P-P-140PLAIN77309PLAIN-CU0103278","SATINA","21","-","449.2","600"
"A074751Y-P-140PLAIN77488PLAIN-CU0103802","SERAI","23","-","449.29","500"
"B094833P-P-140PLAIN77217PLAIN-CU0103501","RAFFLES","37","-","449.65","300"
"B100665P-P-140PLAIN77999PLAIN-CU0103507","RAFFLES","40","-","449.76","300"
"B104613PR-P-P140PLAIN80908PLAIN-CU0105440","CHECKMATE","19","-","450.1","300"
"A073713Y-P-140PLAIN77695PLAIN-CU0103652","MATTE JACQUARDS I","44","-","450.3","300"
"B031202P-P-140PLAIN30659PLAIN-CU0103144","SAXON","57","-","450.76","300"
"LUXEVELVET-140PLAIN34-DENIMPLAIN-CU0105953","LUXE VELVET","34","-","451.35","300"
"A087001Y-P-140PLAIN80881PLAIN-CU0104395","MATTE JACQUARDS III","338","-","451.55","300"
"A084658P-140FOIL-461481882PLAIN-CU0105142","LUSTRE","7","-","451.7","300"
"C077894P-P-140PLAIN51621PLAINPLAIN-CU0103955","ECO DIMOUT TEXTURES","25","-","451.85","600"
"A064416P-P-P140PLAIN82361PLAIN-CU0105492","ZODIAC","14","-","452.25","300"
"A013723P-S-X-122C25511_1221821EM-2118-CU0301151","ZENITH","140","-","452.48","300"
"C073703PR-P-140PLAIN64279PLAIN-CU0103347","MELANGE","16","-","452.95","1600"
"A083623Y-P-140PLAIN80639PLAIN-CU0106689","ATLAS SHEERS","115","-","453.1","300"
"A080071P-P-300PLAIN79650PLAIN-CU0104533","MICHELIN WIDE","20","-","453.4","600"
"A085397P-P-140PLAIN81871PLAIN-CU0105159","LUSTRE","24","-","453.5","900"
"A091747Y-P-140PLAIN82308PLAIN-CU0105992","METALLIC TRIBUNE","309","-","453.5","300"
"A073279Y-P-300PLAIN73071PLAIN-CU0104525","MICHELIN WIDE","16","-","453.85","300"
"A013723P-S-X-122C16466_1221821EM-1175-CU0301144","ZENITH","134","-","454.1","300"
"A091752Y-P-140PLAIN76971PLAIN-CU0106034","METALLIC TRIBUNE","330","-","454.5","300"
"A071454P-P-140PLAIN79434PLAIN-CU0104435","TUNDRA BOUCLE","43","-","454.75","300"
"A013723P-S-X-122C25511_1221485EM-2119-CU0301623","ZENITH","141","-","455.19","300"
"C077786PR-P-315PLAIN81419PLAIN-CU0105587","SKYLINE","33","-","455.45","300"
"B104613PR-P-P140PLAIN80925PLAIN-CU0105457","CHECKMATE","36","-","456.4","600"
"A079528Y-C-140PLAIN77682PLAIN-CU0106547","MOONLIGHT","8","-","456.85","300"
"B101636PR-P-140PLAIN78181PLAIN-CU0103960","MYSTIQUE","40","-","457.05","300"
"B011861P-P-140PLAIN52557PLAIN-CU0104363","CONTRACT","38","-","457.28","300"
"B094317P-P-140PLAIN73768PLAIN-CU0103316","SATINA","40","-","457.49","600"
"A097768P-P-140PLAIN84174PLAIN-CU0106029","SATINA TEXTURES","8","-","457.5","300"
"A083928P-P-140PLAIN81881PLAIN-CU0105174","LUSTRE","39","-","457.65","600"
"C077786PR-P-315PLAIN81411PLAIN-CU0105607","SKYLINE","43","-","457.7","300"
"A079526Y-C-140PLAIN76777PLAIN-CU0106545","MOONLIGHT","6","-","457.8","300"
"B067115P-P-FG-145PLAIN62681PLAIN-CU0103194","EARTHWILD","12","-","458.15","300"
"A073710Y-P-140PLAIN77510PLAIN-CU0103805","SERAI","25","-","458.5","300"
"B101629P-P-140PLAIN53057PLAIN-CU0103824","KNOCKOUT","15","-","458.52","900"
"C075502Y-P-140PLAIN61854PLAIN-CU0103071","LOCOMOTION","39","-","459.67","1500"
"B090121P-P-140PLAIN67847PLAIN-CU0104995","OMEGA","11","-","459.95","300"
"B095530P-P-140PLAIN76737PLAIN-CU0103551","RAFFLES","13","-","460.37","300"
"A083152Y-P-140PLAIN80611PLAIN-CU0106644","TRIBUNE","661","-","460.5","300"
"A083731Y-P-140PLAIN76614PLAIN-CU0104402","MATTE JACQUARDS III","342","-","460.64","300"
"A085622P-C-140PLAIN80735PLAIN-CU0105021","LUNAR","1","-","461.45","300"
"A071712P-P-EC-L-140PLAIN78557PLAIN-CU0104242","EDITION - I","44","-","462.36","300"
"C075502Y-P-140PLAIN76001PLAIN-CU0103401","LOCOMOTION","52","-","462.4","600"
"A068158P-P-140PLAIN74998PLAIN-CU0106700","ATLAS SHEERS","126","-","462.4","500"
"B093825P-P-140PLAIN73773PLAIN-CU0103039","LOCOMOTION","7","-","462.56","300"
"C075502Y-P-140PLAIN75986PLAIN-CU0103069","LOCOMOTION","37","-","462.8","300"
"A017751Y-ME-LC-14072736_14045344R-143-CU0301429","MIST","41","-","462.95","300"
"A080071P-P-300PLAIN79652PLAIN-CU0104503","MICHELIN WIDE","5","-","463.35","300"
"A087894Y-P-140PLAIN81736PLAIN-CU0106081","METALLIC TRIBUNE","353","-","463.4","300"
"B059643Y-P-300PLAIN53545PLAIN-CU0104556","MICHELIN WIDE","32","-","463.54","300"
"B090121P-P-140PLAIN67872PLAIN-CU0104959","OMEGA","35","-","463.55","300"
"C077754P-P-EC-L-140PLAIN78577PLAIN-CU0104277","EDITION - II","209","-","464.54","300"
"LUXEVELVET-140PLAIN30-TEALPLAIN-CU0105945","LUXE VELVET","30","-","464.65","300"
"B095530P-P-140PLAIN78008PLAIN-CU0103535","RAFFLES","20","-","465.45","300"
"B064302Y-P-300PLAIN67073PLAIN-CU0103459","ESPERANCE WIDE","36","-","465.75","300"
"C073703PR-P-140PLAIN64292PLAIN-CU0103321","MELANGE","1","-","465.9","300"
"B107001P-C-140PLAIN82273PLAIN-CU0105629","SUNRISE","9","-","466.4","300"
"A073716Y-P-140PLAIN77750PLAIN-CU0103642","MATTE JACQUARDS I","39","-","466.5","1050"
"B065969P-P-140PLAIN62627PLAIN-CU0103197","MYTH","30","-","466.52","300"
"B101636PR-P-140PLAIN78179PLAIN-CU0103964","MYSTIQUE","42","-","466.59","650"
"B093825P-P-140PLAIN73791PLAIN-CU0103057","LOCOMOTION","25","-","466.7","300"
"C077786PR-P-315PLAIN81398PLAIN-CU0105553","SKYLINE","11","-","466.85","300"
"B031202P-P-140PLAIN74750PLAIN-CU0103116","SAXON","37","-","467.08","300"
"C078574P-C-140PLAIN82282PLAIN-CU0105647","SUNRISE","7","-","467.6","300"
"A087000Y-P-140PLAIN81106PLAIN-CU0104334","MATTE JACQUARDS III","308","-","467.8","500"
"C073703PR-P-140PLAIN77437PLAIN-CU0103362","MELANGE","24","-","468.58","600"
"A075585P-P-EC-L-140PLAIN78573PLAIN-CU0104353","EDITION - II","247","-","468.6","300"
"C076984YR-P-300PLAIN77936PLAIN-CU0104513","MICHELIN WIDE","10","-","469","600"
"A073716Y-P-140PLAIN77553PLAIN-CU0103576","MATTE JACQUARDS I","6","-","469.1","300"
"C077872PR-P-NB-320PLAIN80364PLAIN-CU0105584","SKYLINE","32","-","469.4","300"
"B041382Y-O-140TR413145343PLAIN-CU0103868","ROSEWOOD","20","-","469.68","750"
"A073943P-P-140PLAIN78296PLAIN-CU0103528","GRAPHIC TEXTURES","23","-","470.37","300"
"A074554Y-P-140PLAIN77675PLAIN-CU0103630","MATTE JACQUARDS I","33","-","470.9","700"
"A083552P-C-140PLAIN80736PLAIN-CU0105014","LUNAR","44","-","471.1","300"
"A081925P-P-FG-140PLAIN81505PLAIN-CU0105245","RUSSEL","37","-","471.8","300"
"B031202P-P-140PLAIN55908PLAIN-CU0103127","SAXON","48","-","472.69","300"
"MADISON-140PLAIN10-CAMOUFLAGEPLAIN-CU0105818","MADISON","10","-","473.4","300"
"B107001P-C-140PLAIN82272PLAIN-CU0105627","SUNRISE","5","-","473.55","300"
"A068009Y-140FOIL-421574491PLAIN-CU0104127","LUMINARA","41","-","473.59","300"
"A068158P-P-140PLAIN75003PLAIN-CU0106706","ATLAS SHEERS","132","-","473.65","300"
"A072904Y-C-140PLAIN77519PLAIN-CU0106544","MOONLIGHT","5","-","473.82","300"
"A079527Y-C-140PLAIN77707PLAIN-CU0106543","MOONLIGHT","4","-","473.92","300"
"LUXEVELVET-140PLAIN38-DARK EARTHPLAIN-CU0105961","LUXE VELVET","38","-","474.05","300"
"LUXEVELVET-140PLAIN20-CARDINALPLAIN-CU0105925","LUXE VELVET","20","-","474.2","300"
"B094317P-P-140PLAIN74060PLAIN-CU0103276","SATINA","20","-","474.2","300"
"B104613PR-P-P140PLAIN80896PLAIN-CU0105428","CHECKMATE","7","-","474.8","300"
"B094833P-P-140PLAIN77206PLAIN-CU0103479","RAFFLES","29","-","474.87","300"
"C055876P-P-140PLAIN52861PLAIN-CU0103585","RITZ","61","-","475.25","300"
"A079528Y-C-140PLAIN77683PLAIN-CU0106572","MOONLIGHT","33","-","475.35","300"
"A087160P-P-EC-140PLAIN81046PLAIN-CU0104805","HOUSE BOUCLES","41","-","475.35","300"
"C073703PR-P-140PLAIN64302PLAIN-CU0103328","MELANGE","5","-","475.49","300"
"LUXEVELVET-140PLAIN04-OYSTERPLAIN-CU0105894","LUXE VELVET","4","-","475.8","300"
"A079263P-P-140PLAIN78298PLAIN-CU0103552","GRAPHIC TEXTURES","16","-","476.09","300"
"A068877Y-P-140PLAIN76862PLAIN-CU0102998","LUXE BOUCLE","9","-","476.1","300"
"B090121P-P-140PLAIN67857PLAIN-CU0104983","OMEGA","50","-","476.5","300"
"B106218P-P-140PLAIN82029PLAIN-CU0105224","ZEN","16","-","476.52","600"
"A073710Y-P-140PLAIN77501PLAIN-CU0103793","SERAI","16","-","476.6","300"
"A083446Y-P-140PLAIN80513PLAIN-CU0105104","ECO BOUCLE SHEERS","11","-","476.63","650"
"C073703PR-P-140PLAIN64271PLAIN-CU0103368","MELANGE","27","-","476.65","300"
"A081300P-P-140PLAIN51924PLAINPLAIN-CU0103947","ECO DIMOUT TEXTURES","21","-","476.93","300"
"A082640P-P-EC-140PLAIN81060PLAIN-CU0104747","HOUSE BOUCLES","12","-","477.3","300"
"A085623P-C-140PLAIN80744PLAIN-CU0105027","LUNAR","19","-","477.35","300"
"A073060PR-P-140PLAIN78165PLAIN-CU0103936","MYSTIQUE","28","-","477.45","600"
"A055825P-C-140PLAIN80742PLAIN-CU0105009","LUNAR","53","-","477.8","300"
"A074706P-P-140PLAIN78293PLAIN-CU0103474","GRAPHIC TEXTURES","34","-","477.87","300"
"A091022Y-P-140PLAIN82043PLAIN-CU0105522","BUDGET JACQUARDS","10","-","478.1","1250"
"A072501Y-P-140PLAIN77673PLAIN-CU0103686","MATTE JACQUARDS II","207","-","478.4","500"
"B067115P-P-FG-145PLAIN62702PLAIN-CU0103237","EARTHWILD","33","-","478.7","300"
"A081300P-P-140PLAIN52136PLAINPLAIN-CU0103935","ECO DIMOUT TEXTURES","15","-","478.73","600"
"A013723P-S-X-122C8422_1221821EM-1872-CU0301134","ZENITH","126","-","478.8","300"
"C077764PR-P-140PLAIN78141PLAIN-CU0103916","MYSTIQUE","18","-","479.14","300"
"A068650Y-P-310PLAIN76810PLAIN-CU0106101","BOUCLE SHEERS WIDE","5","-","479.15","500"
"MEB-TRMB090121P-ME-D2453051_14067850YM-1-CU0301461","TRIMLINE","15","-","479.3","0"
"B101617Y-P-300PLAIN68900PLAIN-CU0103464","ESPERANCE WIDE","38","-","479.34","300"
"A073715Y-P-140PLAIN77707PLAIN-CU0103708","MATTE JACQUARDS II","217","-","479.76","650"
"A091714Y-P-300PLAIN83185PLAIN-CU0105895","LINO SHEERS","30","-","480.3","0"
"A074621Y-P-140PLAIN80577PLAIN-CU0106610","TRIBUNE","627","-","480.64","300"
"LUXEVELVET-140PLAIN37-STELLARPLAIN-CU0105959","LUXE VELVET","37","-","481.05","300"
"C075502Y-P-300PLAIN75990PLAIN-CU0106252","EPIC SHEERS WIDE","2","-","481.4","300"
"B065969P-P-140PLAIN62615PLAIN-CU0103205","MYTH","17","-","481.9","300"
"B090121P-P-140PLAIN67868PLAIN-CU0104963","OMEGA","37","-","482.95","300"
"A071632P-P-140PLAIN78423PLAIN-CU0103839","DAYDREAM","6","-","483","300"
"B094052Y-P-140PLAIN78370PLAIN-CU0104390","TUNDRA BOUCLE","18","-","483.18","1600"
"A091747Y-P-140PLAIN82317PLAIN-CU0105995","METALLIC TRIBUNE","310","-","483.4","300"
"A013723P-S-ZX-122C1540_1221485EM-1520-CU0301126","ZENITH","119","-","483.4","300"
"A079262P-P-140PLAIN78652PLAIN-CU0103560","GRAPHIC TEXTURES","45","-","484.3","300"
"MEB-TRMB090121P-ME-D15453110_14067850YM--CU0301459","TRIMLINE","13","-","484.35","0"
"B065969P-P-140PLAIN62605PLAIN-CU0103167","MYTH","7","-","484.5","300"
"A013723P-S-X-140C25521_14045436EM-299-CU0301647","ZENITH - II","221","-","485.1","300"
"A013723P-S-X-122C8422_1221485EM-685-CU0301136","ZENITH","128","-","485.29","300"
"A097936Y-P-140PLAIN84222PLAIN-CU0106271","CARLTON","21","-","485.3","850"
"B094251P-P-140PLAIN74435PLAIN-CU0103446","EARTHEN","20","-","485.64","300"
"A068508Y-P-140PLAIN77798PLAIN-CU0103704","MATTE JACQUARDS II","215","-","486.18","450"
"A017751Y-MO-140452508_14045343YM-5284-CU0301759","ZENITH IV","429","-","486.7","300"
"C077894P-P-140PLAIN53055PLAINPLAIN-CU0103915","ECO DIMOUT TEXTURES","5","-","487.2","600"
"A013723P-S-ZX-122C1540_12245436EM-577-CU0301131","ZENITH","124","-","487.58","300"
"B094317P-P-140PLAIN73758PLAIN-CU0103294","SATINA","29","-","487.83","300"
"B107001P-C-140PLAIN82276PLAIN-CU0105635","SUNRISE","38","-","488.35","300"
"B065969P-140FOIL-423362610PLAIN-CU0104125","LUMINARA","46","-","488.7","300"
"A083908P-P-140PLAIN81318PLAIN-CU0104448","TRIBUNE - II","202","-","489.19","300"
"A071632P-P-140PLAIN78422PLAIN-CU0103846","DAYDREAM","12","-","490.36","300"
"B021208Y-MO-Z-140376924_14025736YM-18305-CU0300956","THE WHITE WINDOW","10","-","491.2","300"
"A083928P-P-140PLAIN81878PLAIN-CU0105155","LUSTRE","20","-","491.29","600"
"A013723P-S-ZX-122C1540_1221821EM-1840-CU0301127","ZENITH","120","-","491.7","300"
"A074756Y-P-140PLAIN77540PLAIN-CU0103738","MATTE JACQUARDS II","234","-","491.73","500"
"B095530P-P-140PLAIN76739PLAIN-CU0103475","RAFFLES","3","-","491.73","300"
"B011861P-P-140PLAIN49257PLAIN-CU0104361","CONTRACT","16","-","491.94","300"
"A055825P-C-140PLAIN80738PLAIN-CU0105003","LUNAR","11","-","493.05","300"
"B041382Y-O-140TR415045343PLAIN-CU0103739","THE WHITE WINDOW","8","-","493.07","300"
"B093825P-P-140PLAIN73794PLAIN-CU0103060","LOCOMOTION","28","-","493.38","300"
"B102912P-P-FG-140PLAIN80451PLAIN-CU0105198","RUSSEL","13","-","493.4","300"
"A084658P-P-140PLAIN81884PLAIN-CU0105157","LUSTRE","22","-","488.65","300"
"A072904Y-C-140PLAIN77523PLAIN-CU0106569","MOONLIGHT","30","-","494.4","300"
"B065969P-140FOIL-423262606PLAIN-CU0104123","LUMINARA","11","-","494.5","300"
"A069998P-P-EC-L-140PLAIN78556PLAIN-CU0104351","EDITION - II","246","-","494.9","300"
"MADISON-140PLAIN04-ARTISANPLAIN-CU0105812","MADISON","4","-","495.65","300"
